○ 범죄의 발생 검거상황(총괄) [],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
성매매알선 등 행위의 처벌에 관한법률,발생건수대비 검거건수[%],%,98,98.3,98.7,98.5,97.3,97.3,92.6,96.3,95.8,97,97.3
성매매알선 등 행위의 처벌에 관한법률,검거인원[명],명,21979,18344,41253,21306,15127,13081,8836,7047,7423,7086,7533
성매매알선 등 행위의 처벌에 관한법률,남자검거인원[명],명,11221,9804,27898,12902,8719,7596,4946,4485,4848,4495,4946
성매매알선 등 행위의 처벌에 관한법률,여자검거인원[명],명,10686,8464,13253,8339,6293,5403,3712,2531,2539,2546,2540
성매매알선 등 행위의 처벌에 관한법률,미상검거인원[명],명,72,76,102,65,115,82,178,31,36,45,47
성매매알선 등 행위의 처벌에 관한법률,법인[개],개,7,11,12,6,6,6,3,1,-,2,2
수도법,발생건수[건],건,149,87,132,208,151,128,168,177,74,105,83
수도법,발생비[건/10만명],건/10만명,-,0.2,0.3,0.4,0.3,0.2,0.3,0.3,0.1,0.2,0.2
수도법,검거건수[건],건,146,86,123,210,149,122,164,175,66,100,78
수도법,발생건수대비 검거건수[%],%,98,98.9,93.2,101,98.7,95.3,97.6,98.9,89.2,95.2,94
수도법,검거인원[명],명,168,107,152,224,171,137,195,194,89,121,94
수도법,남자검거인원[명],명,137,95,124,191,147,116,167,160,81,102,75
수도법,여자검거인원[명],명,30,12,25,31,24,19,28,33,7,19,16
수도법,미상검거인원[명],명,1,-,3,2,-,2,-,1,1,-,3
수도법,법인[개],개,5,5,9,19,23,15,14,27,6,22,5
수산업법,발생건수[건],건,1422,4168,4441,4822,2897,3934,5744,1815,1161,3540,1931
수산업법,발생비[건/10만명],건/10만명,3,8.1,8.6,9.3,5.6,7.6,11.1,3.5,2.3,6.9,3.8
수산업법,검거건수[건],건,1405,4145,4450,4797,2901,3921,5747,1814,1160,3532,1930
수산업법,발생건수대비 검거건수[%],%,98.8,99.4,100.2,99.5,100.1,99.7,100.1,99.9,99.9,99.8,99.9
수산업법,검거인원[명],명,1300,1276,1446,1542,1373,1345,1376,868,704,698,717
수산업법,남자검거인원[명],명,1238,1230,1376,1488,1305,1273,1318,831,670,660,704
수산업법,여자검거인원[명],명,59,42,62,47,67,67,55,37,28,34,13
수산업법,미상검거인원[명],명,3,4,8,7,1,5,3,-,6,4,-
수산업법,법인[개],개,11,3,5,8,8,11,7,6,5,2,5
수산자원관리법,발생건수[건],건,1493,2107,1707,1584,2017,2235,2305,884,2442,1796,1655
수산자원관리법,발생비[건/10만명],건/10만명,3,4.1,3.3,3.1,3.9,4.3,4.4,1.7,4.7,3.5,3.2
수산자원관리법,검거건수[건],건,1485,2103,1696,1582,2005,2224,2297,883,2438,1788,1649
수산자원관리법,발생건수대비 검거건수[%],%,99.5,99.8,99.4,99.9,99.4,99.5,99.7,99.9,99.8,99.6,99.6
수산자원관리법,검거인원[명],명,1336,1809,1763,1820,1268,1278,1154,867,742,641,655
수산자원관리법,남자검거인원[명],명,1222,1591,1606,1627,1158,1159,1068,794,665,599,603
수산자원관리법,여자검거인원[명],명,110,215,157,193,110,119,86,72,76,42,51
수산자원관리법,미상검거인원[명],명,4,3,-,,-,-,-,1,1,-,1
수산자원관리법,법인[개],개,5,4,10,7,23,1,2,3,3,5,3
스토킹범죄의처벌등에관한법률,발생건수[건],건,,,,,,,,1024,10579,12049,13332
스토킹범죄의처벌등에관한법률,발생비[건/10만명],건/10만명,,,,,,,,2,20.6,23.5,26
스토킹범죄의처벌등에관한법률,검거건수[건],건,,,,,,,,881,9928,11581,12726
스토킹범죄의처벌등에관한법률,발생건수대비 검거건수[%],%,,,,,,,,86,93.8,96.1,95.5
스토킹범죄의처벌등에관한법률,검거인원[명],명,,,,,,,,818,9950,11501,12810
스토킹범죄의처벌등에관한법률,남자검거인원[명],명,,,,,,,,669,8037,9104,9721
스토킹범죄의처벌등에관한법률,여자검거인원[명],명,,,,,,,,147,1868,2356,3020
스토킹범죄의처벌등에관한법률,미상검거인원[명],명,,,,,,,,2,45,41,69
스토킹범죄의처벌등에관한법률,법인[개],개,,,,,,,,-,-,1,3
식품위생법,발생건수[건],건,10463,9929,11116,8933,6800,7480,6734,5160,5353,5977,5561
식품위생법,발생비[건/10만명],건/10만명,20,19.4,21.5,17.3,13.1,14.4,13,10,10.4,11.6,10.9
식품위생법,검거건수[건],건,10444,9850,11049,8873,6739,7408,6632,5084,5264,5888,5513
식품위생법,발생건수대비 검거건수[%],%,99.8,99.2,99.4,99.3,99.1,99,98.5,98.5,98.3,98.5,99.1
식품위생법,검거인원[명],명,13878,12640,13393,11634,8341,9064,8530,7586,6646,7077,6408
식품위생법,남자검거인원[명],명,6282,5983,6189,5087,3251,3653,3376,3192,2761,2858,2562
식품위생법,여자검거인원[명],명,7582,6620,7107,6437,5036,5398,5142,4377,3871,4198,3815
식품위생법,미상검거인원[명],명,14,37,97,110,54,13,12,17,14,21,31
식품위생법,법인[개],개,407,514,529,467,271,253,244,177,193,140,125
신용정보의 이용 및 보호에 관한법률,발생건수[건],건,40,33,48,64,22,37,54,29,29,29,23
신용정보의 이용 및 보호에 관한법률,발생비[건/10만명],건/10만명,-,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0
신용정보의 이용 및 보호에 관한법률,검거건수[건],건,39,30,40,58,20,34,46,26,21,23,20
신용정보의 이용 및 보호에 관한법률,발생건수대비 검거건수[%],%,97.5,90.9,83.3,90.6,90.9,91.9,85.2,89.7,72.4,79.3,87
신용정보의 이용 및 보호에 관한법률,검거인원[명],명,210,58,63,122,113,87,113,49,32,34,43
신용정보의 이용 및 보호에 관한법률,남자검거인원[명],명,108,37,39,96,62,46,61,34,23,26,18
신용정보의 이용 및 보호에 관한법률,여자검거인원[명],명,101,13,16,22,51,37,48,12,9,6,10
신용정보의 이용 및 보호에 관한법률,미상검거인원[명],명,1,8,8,4,-,4,4,3,-,2,15
신용정보의 이용 및 보호에 관한법률,법인[개],개,5,7,10,4,7,9,5,4,3,3,2
아동·청소년의 성보호에 관한법률(성매수등),발생건수[건],건,359,336,424,745,345,319,286,338,326,485,668
아동·청소년의 성보호에 관한법률(성매수등),발생비[건/10만명],건/10만명,1,0.7,0.8,1.4,0.7,0.6,0.6,0.7,0.6,0.9,1.3
아동·청소년의 성보호에 관한법률(성매수등),검거건수[건],건,346,321,414,702,332,299,272,319,289,464,624
아동·청소년의 성보호에 관한법률(성매수등),발생건수대비 검거건수[%],%,96.4,95.5,97.6,94.2,96.2,93.7,95.1,94.4,88.7,95.7,93.4
아동·청소년의 성보호에 관한법률(성매수등),검거인원[명],명,760,728,989,1081,671,685,713,657,549,790,943
아동·청소년의 성보호에 관한법률(성매수등),남자검거인원[명],명,609,602,846,910,512,573,575,576,487,724,894
아동·청소년의 성보호에 관한법률(성매수등),여자검거인원[명],명,148,125,141,170,156,110,133,80,61,65,43
아동·청소년의 성보호에 관한법률(성매수등),미상검거인원[명],명,3,1,2,1,3,2,5,1,1,1,6
아동·청소년의 성보호에 관한법률(성매수등),법인[개],개,-,-,-,,-,-,-,-,-,-,-
"아동,청소년의 성보호에 관한법률(음란물등)",발생건수[건],건,735,648,838,491,993,748,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",발생비[건/10만명],건/10만명,1,1.3,1.6,0.9,1.9,1.4,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",검거건수[건],건,699,610,785,427,863,608,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",발생건수대비 검거건수[%],%,95.1,94.1,93.7,87,86.9,81.3,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",검거인원[명],명,850,666,922,533,909,1012,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",남자검거인원[명],명,827,646,903,521,863,999,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",여자검거인원[명],명,23,20,18,12,34,11,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",미상검거인원[명],명,-,-,1,,12,2,,,,,
"아동,청소년의 성보호에 관한법률(음란물등)",법인[개],개,11,4,5,,-,-,,,,,
아동·청소년의성보호에관한법률(성착취물등),발생건수[건],건,,,,,,,2684,1672,1669,1712,2394
아동·청소년의성보호에관한법률(성착취물등),발생비[건/10만명],건/10만명,,,,,,,5.2,3.2,3.2,3.3,4.7
아동·청소년의성보호에관한법률(성착취물등),검거건수[건],건,,,,,,,2475,1480,1397,1572,2095
아동·청소년의성보호에관한법률(성착취물등),발생건수대비 검거건수[%],%,,,,,,,92.2,88.5,83.7,91.8,87.5
아동·청소년의성보호에관한법률(성착취물등),검거인원[명],명,,,,,,,3000,1609,1595,1734,2404
아동·청소년의성보호에관한법률(성착취물등),남자검거인원[명],명,,,,,,,2939,1569,1552,1677,2334
아동·청소년의성보호에관한법률(성착취물등),여자검거인원[명],명,,,,,,,54,33,32,51,67
아동·청소년의성보호에관한법률(성착취물등),미상검거인원[명],명,,,,,,,7,7,11,6,3
아동·청소년의성보호에관한법률(성착취물등),법인[개],개,,,,,,,3,2,-,-,-
아동복지법,발생건수[건],건,845,1804,3150,3649,4123,5444,6238,12579,12341,13510,13890
아동복지법,발생비[건/10만명],건/10만명,2,3.5,6.1,7,8,10.5,12,24.4,24,26.3,27.1
아동복지법,검거건수[건],건,786,1771,3099,3593,4046,5318,6105,12207,12067,13301,13599
아동복지법,발생건수대비 검거건수[%],%,93,98.2,98.4,98.5,98.1,97.7,97.9,97,97.8,98.5,97.9
아동복지법,검거인원[명],명,970,2174,3820,4530,5182,6683,7637,14255,13740,15317,15565
아동복지법,남자검거인원[명],명,430,1049,1898,2237,2662,3581,4036,7796,7826,8628,8631
아동복지법,여자검거인원[명],명,532,1118,1913,2288,2512,3085,3588,6426,5890,6649,6881
아동복지법,미상검거인원[명],명,8,7,9,5,8,17,13,33,24,40,53
아동복지법,법인[개],개,8,15,8,4,6,20,19,11,10,14,11
액화석유가스의 안전관리 및 사업법,발생건수[건],건,202,239,95,97,84,97,107,148,108,100,99
액화석유가스의 안전관리 및 사업법,발생비[건/10만명],건/10만명,-,0.5,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
액화석유가스의 안전관리 및 사업법,검거건수[건],건,203,238,91,96,83,96,104,142,102,100,99
액화석유가스의 안전관리 및 사업법,발생건수대비 검거건수[%],%,100.5,99.6,95.8,99,98.8,99,97.2,95.9,94.4,100,100
액화석유가스의 안전관리 및 사업법,검거인원[명],명,254,295,128,226,105,110,140,179,120,117,121
액화석유가스의 안전관리 및 사업법,남자검거인원[명],명,224,262,106,209,94,101,128,162,110,103,106
액화석유가스의 안전관리 및 사업법,여자검거인원[명],명,28,30,17,15,9,9,11,17,10,12,7
액화석유가스의 안전관리 및 사업법,미상검거인원[명],명,2,3,5,2,2,-,1,-,-,2,8
액화석유가스의 안전관리 및 사업법,법인[개],개,28,26,20,16,16,19,20,43,31,24,21
약사법,발생건수[건],건,2934,2336,1544,1151,844,1024,1222,938,1036,869,960
약사법,발생비[건/10만명],건/10만명,6,4.6,3,2.2,1.6,2,2.4,1.8,2,1.7,1.9
약사법,검거건수[건],건,2875,2298,1505,1112,810,990,1163,867,964,856,914
약사법,발생건수대비 검거건수[%],%,98,98.4,97.5,96.6,96,96.7,95.2,92.4,93.1,98.5,95.2
약사법,검거인원[명],명,4295,2817,3116,1865,1268,1390,2334,1203,1443,1196,1330
약사법,남자검거인원[명],명,2854,1906,2185,1235,837,906,1672,815,939,775,861
약사법,여자검거인원[명],명,1436,902,918,619,425,475,657,375,496,417,447
약사법,미상검거인원[명],명,5,9,13,11,6,9,5,13,8,4,22
약사법,법인[개],개,91,64,138,78,92,97,169,108,119,77,41
여객자동차 운수사업법,발생건수[건],건,1359,2081,1199,1827,723,1207,898,418,350,533,459
여객자동차 운수사업법,발생비[건/10만명],건/10만명,3,4.1,2.3,3.5,1.4,2.3,1.7,0.8,0.7,1,0.9
여객자동차 운수사업법,검거건수[건],건,1309,2032,1157,1719,705,1159,821,394,328,517,442
여객자동차 운수사업법,발생건수대비 검거건수[%],%,96.3,97.6,96.5,94.1,97.5,96,91.4,94.3,93.7,97,96.3
여객자동차 운수사업법,검거인원[명],명,1513,2349,1579,2823,1113,1557,1211,649,509,740,618
여객자동차 운수사업법,남자검거인원[명],명,1433,2205,1429,2591,1009,1446,1090,577,472,679,556
여객자동차 운수사업법,여자검거인원[명],명,68,132,133,201,100,106,113,71,37,58,54
여객자동차 운수사업법,미상검거인원[명],명,12,12,17,31,4,5,8,1,-,3,8
여객자동차 운수사업법,법인[개],개,81,128,111,91,63,43,31,23,25,42,22
여신전문금융업법,발생건수[건],건,4570,3807,2555,2259,2411,2269,2138,1925,2330,2268,1844
여신전문금융업법,발생비[건/10만명],건/10만명,9,7.4,4.9,4.4,4.7,4.4,4.1,3.7,4.5,4.4,3.6
여신전문금융업법,검거건수[건],건,2101,1969,1524,1370,1478,1380,1192,1085,1136,1086,894
여신전문금융업법,발생건수대비 검거건수[%],%,46,51.7,59.6,60.6,61.3,60.8,55.8,56.4,48.8,47.9,48.5
여신전문금융업법,검거인원[명],명,2355,2139,2067,2010,1995,1801,1388,1185,1352,1246,1167
여신전문금융업법,남자검거인원[명],명,1728,1574,1440,1446,1399,1323,1003,858,952,881,749
여신전문금융업법,여자검거인원[명],명,601,551,593,519,572,444,348,320,393,351,310
여신전문금융업법,미상검거인원[명],명,26,14,34,45,24,34,37,7,7,14,108
여신전문금융업법,법인[개],개,105,85,94,63,101,111,45,38,27,28,13
영유아보육법,발생건수[건],건,477,222,305,202,173,195,144,137,118,108,83
영유아보육법,발생비[건/10만명],건/10만명,1,0.4,0.6,0.4,0.3,0.4,0.3,0.3,0.2,0.2,0.2
영유아보육법,검거건수[건],건,469,221,297,196,172,191,142,129,115,108,82
영유아보육법,발생건수대비 검거건수[%],%,98.3,99.5,97.4,97,99.4,97.9,98.6,94.2,97.5,100,98.8
영유아보육법,검거인원[명],명,852,466,530,398,418,481,276,216,157,151,149
영유아보육법,남자검거인원[명],명,118,40,56,34,30,40,20,13,11,8,7
영유아보육법,여자검거인원[명],명,734,426,471,362,388,440,255,203,146,143,139
영유아보육법,미상검거인원[명],명,-,-,3,2,-,1,1,-,-,-,3
영유아보육법,법인[개],개,11,8,5,3,7,6,3,1,4,3,3
예비군법,발생건수[건],건,14235,12555,10326,8085,7428,6475,1855,275,1096,3275,5092
예비군법,발생비[건/10만명],건/10만명,28,24.5,20,15.6,14.3,12.5,3.6,0.5,2.1,6.4,9.9
예비군법,검거건수[건],건,12332,12439,9862,7672,6814,5952,1613,299,943,2525,4096
예비군법,발생건수대비 검거건수[%],%,86.6,99.1,95.5,94.9,91.7,91.9,87,108.7,86,77.1,80.4
예비군법,검거인원[명],명,11941,12086,9594,7594,6733,5856,1610,325,965,2514,3976
예비군법,남자검거인원[명],명,11933,12074,9580,7583,6723,5845,1607,325,964,2510,3971
예비군법,여자검거인원[명],명,8,12,14,11,10,11,3,-,-,4,3
예비군법,미상검거인원[명],명,-,-,-,,-,-,-,-,1,-,2
예비군법,법인[개],개,-,-,-,,-,-,-,-,-,-,-
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,발생건수[건],건,852,914,1026,687,356,217,162,140,152,129,166
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,발생비[건/10만명],건/10만명,2,1.8,2,1.3,0.7,0.4,0.3,0.3,0.3,0.3,0.3
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,검거건수[건],건,787,830,916,614,309,187,125,122,135,116,142
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,발생건수대비 검거건수[%],%,92.4,90.8,89.3,89.4,86.8,86.2,77.2,87.1,88.8,89.9,85.5
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,검거인원[명],명,969,984,871,640,368,294,172,137,172,149,174
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,남자검거인원[명],명,824,846,762,521,318,258,148,118,148,126,142
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,여자검거인원[명],명,127,130,89,78,47,27,18,19,23,22,26
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,미상검거인원[명],명,18,8,20,41,3,9,6,-,1,1,6
옥외광고물등의 관리와 옥외광고산업진흥에 관한법률,법인[개],개,209,160,160,121,54,53,30,24,18,18,19
외국환거래법,발생건수[건],건,1761,1303,806,765,868,747,312,246,479,402,477
외국환거래법,발생비[건/10만명],건/10만명,3,2.5,1.6,1.5,1.7,1.4,0.6,0.5,0.9,0.8,0.9
외국환거래법,검거건수[건],건,1757,1279,831,773,857,721,309,229,444,388,468
외국환거래법,발생건수대비 검거건수[%],%,99.8,98.2,103.1,101,98.7,96.5,99,93.1,92.7,96.5,98.1
외국환거래법,검거인원[명],명,1848,1407,947,844,1140,948,492,411,593,586,564
외국환거래법,남자검거인원[명],명,1020,781,596,590,840,697,347,290,415,409,412
외국환거래법,여자검거인원[명],명,685,551,344,240,269,241,139,120,161,171,132
외국환거래법,미상검거인원[명],명,143,75,7,14,31,10,6,1,17,6,20
외국환거래법,법인[개],개,65,57,52,65,52,41,25,16,41,35,42
위험물안전관리법,발생건수[건],건,421,467,522,1125,450,498,729,596,516,484,351
위험물안전관리법,발생비[건/10만명],건/10만명,1,0.9,1,2.2,0.9,1,1.4,1.2,1,0.9,0.7
위험물안전관리법,검거건수[건],건,419,470,520,1126,451,504,728,595,515,486,344
위험물안전관리법,발생건수대비 검거건수[%],%,99.5,100.6,99.6,100.1,100.2,101.2,99.9,99.8,99.8,100.4,98
위험물안전관리법,검거인원[명],명,460,502,550,680,478,560,768,585,536,537,409
위험물안전관리법,남자검거인원[명],명,417,442,497,603,421,518,689,534,495,498,380
위험물안전관리법,여자검거인원[명],명,42,60,53,74,57,42,79,49,40,36,27
위험물안전관리법,미상검거인원[명],명,1,-,-,3,-,-,-,2,1,3,2
위험물안전관리법,법인[개],개,230,258,269,289,242,311,461,364,346,321,190
유사수신행위의 규제에 관한법률,발생건수[건],건,330,353,866,853,871,1203,1096,558,935,926,1470
유사수신행위의 규제에 관한법률,발생비[건/10만명],건/10만명,1,0.7,1.7,1.6,1.7,2.3,2.1,1.1,1.8,1.8,2.9
유사수신행위의 규제에 관한법률,검거건수[건],건,272,298,734,707,671,847,892,425,655,691,1023
유사수신행위의 규제에 관한법률,발생건수대비 검거건수[%],%,82.4,84.4,84.8,82.9,77,70.4,81.4,76.2,70.1,74.6,69.6
유사수신행위의 규제에 관한법률,검거인원[명],명,1141,1139,2091,2340,2132,2632,2844,1494,2040,1913,1909
유사수신행위의 규제에 관한법률,남자검거인원[명],명,691,668,1247,1588,1461,1618,1614,815,1067,1167,1092
유사수신행위의 규제에 관한법률,여자검거인원[명],명,366,452,798,704,632,965,1093,669,945,722,798
유사수신행위의 규제에 관한법률,미상검거인원[명],명,84,19,46,48,39,49,137,10,28,24,19
유사수신행위의 규제에 관한법률,법인[개],개,38,29,61,69,62,56,78,36,43,32,30
의료기기법,발생건수[건],건,459,349,425,421,534,292,415,286,242,193,180
의료기기법,발생비[건/10만명],건/10만명,1,0.7,0.8,0.8,1,0.6,0.8,0.6,0.5,0.4,0.4
의료기기법,검거건수[건],건,445,334,420,416,518,291,405,270,230,192,179
의료기기법,발생건수대비 검거건수[%],%,96.9,95.7,98.8,98.8,97,99.7,97.6,94.4,95,99.5,99.4
의료기기법,검거인원[명],명,541,439,605,603,667,429,423,309,326,234,217
의료기기법,남자검거인원[명],명,409,327,384,367,509,336,300,246,250,180,158
의료기기법,여자검거인원[명],명,132,105,173,138,157,90,123,63,76,50,49
의료기기법,미상검거인원[명],명,-,7,48,98,1,3,-,-,-,4,10
의료기기법,법인[개],개,95,79,103,134,212,89,102,102,85,61,32
의료법,발생건수[건],건,2317,2597,2254,2864,3154,3593,3076,2508,2095,2219,2085
의료법,발생비[건/10만명],건/10만명,5,5.1,4.4,5.5,6.1,6.9,5.9,4.9,4.1,4.3,4.1
의료법,검거건수[건],건,2226,2508,2170,2730,3009,3483,2927,2310,1817,2123,1982
의료법,발생건수대비 검거건수[%],%,96.1,96.6,96.3,95.3,95.4,96.9,95.2,92.1,86.7,95.7,95.1
의료법,검거인원[명],명,4762,4961,5012,5597,6672,7115,6052,4155,3280,3736,3717
의료법,남자검거인원[명],명,2723,2813,2839,2931,3003,3055,2608,1799,1583,1749,1921
의료법,여자검거인원[명],명,1978,2073,2093,2536,3597,3744,3369,2302,1620,1800,1577
의료법,미상검거인원[명],명,61,75,80,130,72,316,75,54,77,187,219
의료법,법인[개],개,251,176,117,134,172,148,134,69,83,94,69
자동차관리법,발생건수[건],건,20568,20756,32623,25013,21464,22193,24870,28517,29143,24205,23300
자동차관리법,발생비[건/10만명],건/10만명,40,40.5,63.1,48.3,41.4,42.8,48,55.2,56.7,47.2,45.5
자동차관리법,검거건수[건],건,17881,17590,29483,22704,19244,20144,22425,26096,26161,21697,21179
자동차관리법,발생건수대비 검거건수[%],%,86.9,84.7,90.4,90.8,89.7,90.8,90.2,91.5,89.8,89.6,90.9
자동차관리법,검거인원[명],명,21435,20983,34185,26574,22351,22688,24966,26990,25652,23057,22253
자동차관리법,남자검거인원[명],명,19254,18923,30691,23701,20306,20492,22745,24726,23439,20919,20247
자동차관리법,여자검거인원[명],명,2096,1921,3343,2659,1948,2124,2081,2166,2082,2006,1864
자동차관리법,미상검거인원[명],명,85,139,151,214,97,72,140,98,131,132,142
자동차관리법,법인[개],개,849,848,535,577,618,379,463,511,416,347,241
자동차 손해배상 보장법,발생건수[건],건,33833,38343,57554,43035,28585,23741,19485,16593,14905,14961,16493
자동차 손해배상 보장법,발생비[건/10만명],건/10만명,66,74.8,111.3,83.1,55.2,45.8,37.6,32.1,29,29.1,32.2
자동차 손해배상 보장법,검거건수[건],건,25178,27061,49629,37563,23684,19733,16612,14186,13206,12976,14341
자동차 손해배상 보장법,발생건수대비 검거건수[%],%,74.4,70.6,86.2,87.3,82.9,83.1,85.3,85.5,88.6,86.7,87
자동차 손해배상 보장법,검거인원[명],명,30353,31643,53667,40908,26662,22773,19108,15607,14068,14027,15049
자동차 손해배상 보장법,남자검거인원[명],명,26292,27580,47024,35739,23358,19883,16665,13680,12152,12060,13033
자동차 손해배상 보장법,여자검거인원[명],명,3981,3912,6561,5087,3186,2739,2243,1785,1709,1796,2006
자동차 손해배상 보장법,미상검거인원[명],명,80,151,82,82,118,151,200,142,207,171,10
자동차 손해배상 보장법,법인[개],개,151,97,107,52,37,38,39,42,34,38,216
자본시장과 금융투자업에 관한법률,발생건수[건],건,1,-,215,329,376,339,346,468,536,664,772
자본시장과 금융투자업에 관한법률,발생비[건/10만명],건/10만명,-,-,0.4,0.6,0.7,0.7,0.7,0.9,1,1.3,1.5
자본시장과 금융투자업에 관한법률,검거건수[건],건,1,-,208,304,333,283,293,350,388,459,471
자본시장과 금융투자업에 관한법률,발생건수대비 검거건수[%],%,100,-,96.7,92.4,88.6,83.5,84.7,74.8,72.4,69.1,61
자본시장과 금융투자업에 관한법률,검거인원[명],명,-,-,444,628,794,587,756,732,1079,929,955
자본시장과 금융투자업에 관한법률,남자검거인원[명],명,-,-,364,519,602,458,554,605,898,779,775
자본시장과 금융투자업에 관한법률,여자검거인원[명],명,-,-,62,74,82,60,143,90,124,111,157
자본시장과 금융투자업에 관한법률,미상검거인원[명],명,-,-,18,35,110,69,59,37,57,39,23
자본시장과 금융투자업에 관한법률,법인[개],개,-,-,32,78,51,66,91,93,98,124,96
저작권법,발생건수[건],건,27957,39624,21111,13998,10284,8140,6826,6514,9756,18751,59767
저작권법,발생비[건/10만명],건/10만명,54,77.3,40.8,27,19.8,15.7,13.2,12.6,19,36.5,116.7
저작권법,검거건수[건],건,13131,15024,9818,7250,5757,4999,4236,3817,4918,13598,40424
저작권법,발생건수대비 검거건수[%],%,47,37.9,46.5,51.8,56,61.4,62.1,58.6,50.4,72.5,67.6
저작권법,검거인원[명],명,22907,30948,18282,12563,9600,8858,7212,6380,8290,14984,40663
저작권법,남자검거인원[명],명,13340,13126,8545,6978,5602,4993,4353,3992,5290,9660,25975
저작권법,여자검거인원[명],명,3690,3378,2412,2171,2038,1861,1518,1102,1492,1962,3589
저작권법,미상검거인원[명],명,5877,14444,7325,3414,1960,2004,1341,1286,1508,3362,11099
저작권법,법인[개],개,1515,1574,1242,1231,1583,1461,1307,1126,1357,1304,719
전자금융거래법,발생건수[건],건,7161,9187,6126,6048,8318,8648,6743,7194,9926,9249,12682
전자금융거래법,발생비[건/10만명],건/10만명,14,17.9,11.8,11.7,16,16.7,13,13.9,19.3,18,24.8
전자금융거래법,검거건수[건],건,6951,9072,6083,5962,8138,8644,6618,6791,9435,11336,12255
전자금융거래법,발생건수대비 검거건수[%],%,97.1,98.7,99.3,98.6,97.8,100,98.1,94.4,95.1,122.6,96.6
전자금융거래법,검거인원[명],명,26254,29110,19092,20176,23569,24691,15198,8845,9907,11638,13750
전자금융거래법,남자검거인원[명],명,19025,19915,13511,14053,15765,16154,10041,6278,7250,8670,10437
전자금융거래법,여자검거인원[명],명,7184,9168,5556,6095,7776,8525,5140,2539,2643,2956,3284
전자금융거래법,미상검거인원[명],명,45,27,25,28,28,12,17,28,14,12,29
전자금융거래법,법인[개],개,4,20,11,2,7,2,13,13,12,22,8
전파법,발생건수[건],건,473,612,548,570,647,1930,405,1380,443,890,220
전파법,발생비[건/10만명],건/10만명,1,1.2,1.1,1.1,1.2,3.7,0.8,2.7,0.9,1.7,0.4
전파법,검거건수[건],건,481,601,510,569,641,1907,409,1376,433,890,218
전파법,발생건수대비 검거건수[%],%,101.7,98.2,93.1,99.8,99.1,98.8,101,99.7,97.7,100,99.1
전파법,검거인원[명],명,488,644,505,635,693,1083,410,426,461,364,235
전파법,남자검거인원[명],명,458,598,468,587,639,986,364,357,393,311,209
전파법,여자검거인원[명],명,26,45,34,47,54,96,44,62,65,53,26
전파법,미상검거인원[명],명,4,1,3,1,-,1,2,7,3,-,-
전파법,법인[개],개,170,175,122,168,189,377,127,127,182,140,63
정보통신망이용촉진 및 정보보호 등에 관한법률,발생건수[건],건,12851,13561,14059,13389,14905,15459,17763,18651,19187,18542,19634
정보통신망이용촉진 및 정보보호 등에 관한법률,발생비[건/10만명],건/10만명,25,26.5,27.2,25.9,28.8,29.8,34.3,36.1,37.3,36.1,38.3
정보통신망이용촉진 및 정보보호 등에 관한법률,검거건수[건],건,9081,8787,9838,9270,9816,9815,10438,11572,10954,12269,12942
정보통신망이용촉진 및 정보보호 등에 관한법률,발생건수대비 검거건수[%],%,70.7,64.8,70,69.2,65.9,63.5,58.8,62,57.1,66.2,65.9
정보통신망이용촉진 및 정보보호 등에 관한법률,검거인원[명],명,12820,12187,12431,12264,14916,15266,16229,14738,15953,14851,15186
정보통신망이용촉진 및 정보보호 등에 관한법률,남자검거인원[명],명,9476,8478,7940,7601,9255,9008,9450,8593,8515,8399,8275
정보통신망이용촉진 및 정보보호 등에 관한법률,여자검거인원[명],명,2723,3009,3531,3784,4229,4735,5517,5030,5527,5341,5463
정보통신망이용촉진 및 정보보호 등에 관한법률,미상검거인원[명],명,621,700,960,879,1432,1523,1262,1115,1911,1111,1448
정보통신망이용촉진 및 정보보호 등에 관한법률,법인[개],개,105,75,58,88,135,80,65,47,42,36,49
조세범처벌법,발생건수[건],건,4216,3778,3454,3358,3044,2998,2854,2061,2499,2660,2583
조세범처벌법,발생비[건/10만명],건/10만명,8,7.4,6.7,6.5,5.9,5.8,5.5,4,4.9,5.2,5
